sent_id,para_id,sent_idx,sent_text,start_char,end_char,question_ids,llm_salient
squad_v2_56d61c4e1c85041400946f1d_s3,squad_v2_56d61c4e1c85041400946f1d,3,Volunteers also set up several websites to help store contact information for victims and evacuees.,460,559,56d61c4e1c85041400946f1d,1
squad_v2_56d61c4e1c85041400946f1d_s4,squad_v2_56d61c4e1c85041400946f1d,4,"On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.",560,687,56d61c4e1c85041400946f1d,0
squad_v2_56d61c4e1c85041400946f1d_s5,squad_v2_56d61c4e1c85041400946f1d,5,No-one survived.,688,704,56d61c4e1c85041400946f1d,1
squad_v2_572abec0be1ee31400cb8201_s0,squad_v2_572abec0be1ee31400cb8201,0,"In Why F A Hayek is a Conservative, British policy analyst Madsen Pirie claims Hayek mistakes the nature of the conservative outlook.",0,133,572abec0be1ee31400cb8201,1
squad_v2_572abec0be1ee31400cb8201_s1,squad_v2_572abec0be1ee31400cb8201,1,"Conservatives, he says, are not averse to change – but like Hayek, they are highly averse to change being imposed on the social order by people in authority who think they know how to run things better.",134,336,572abec0be1ee31400cb8201,1
squad_v2_572abec0be1ee31400cb8201_s2,squad_v2_572abec0be1ee31400cb8201,2,They wish to allow the market to function smoothly and give it the freedom to change and develop.,337,434,572abec0be1ee31400cb8201,1
squad_v2_572abec0be1ee31400cb8201_s3,squad_v2_572abec0be1ee31400cb8201,3,"It is an outlook, says Pirie, that Hayek and conservatives both share.",435,505,572abec0be1ee31400cb8201,1
squad_v2_570602f875f01819005e786f_s0,squad_v2_570602f875f01819005e786f,0,"The typical image of migration is of northern landbirds, such as swallows (Hirundinidae) and birds of prey, making long flights to the tropics.",0,143,570602f875f01819005e786f,1
squad_v2_570602f875f01819005e786f_s1,squad_v2_570602f875f01819005e786f,1,"However, many Holarctic wildfowl and finch (Fringillidae) species winter in the North Temperate Zone, in regions with milder winters than their summer breeding grounds.",144,312,570602f875f01819005e786f,1
squad_v2_570602f875f01819005e786f_s2,squad_v2_570602f875f01819005e786f,2,"For example, the pink-footed goose Anser brachyrhynchus migrates from Iceland to Britain and neighbouring countries, whilst the dark-eyed junco Junco hyemalis migrates from subarctic and arctic climates to the contiguous United States and the American goldfinch from taiga to wintering grounds extending from the American South northwestward to Western Oregon.",313,673,570602f875f01819005e786f,1
squad_v2_570602f875f01819005e786f_s3,squad_v2_570602f875f01819005e786f,3,Migratory routes and wintering grounds are traditional and learned by young during their first migration with their parents.,674,798,570602f875f01819005e786f,1
squad_v2_570602f875f01819005e786f_s4,squad_v2_570602f875f01819005e786f,4,"Some ducks, such as the garganey Anas querquedula, move completely or partially into the tropics.",799,896,570602f875f01819005e786f,1
squad_v2_570602f875f01819005e786f_s5,squad_v2_570602f875f01819005e786f,5,"The European pied flycatcher Ficedula hypoleuca also follows this migratory trend, breeding in Asia and Europe and wintering in Africa.",897,1032,570602f875f01819005e786f,1
squad_v2_572a60d8d562191400bc86a5_s0,squad_v2_572a60d8d562191400bc86a5,0,"The art of carpet weaving was particularly significant in the Ottoman Empire, carpets having an immense importance both as decorative furnishings, rich in religious and other symbolism, and as a practical consideration, as it was customary to remove one's shoes in living quarters.",0,281,572a60d8d562191400bc86a5,1
squad_v2_572a60d8d562191400bc86a5_s1,squad_v2_572a60d8d562191400bc86a5,1,"The weaving of such carpets originated in the nomadic cultures of central Asia (carpets being an easily transportable form of furnishing), and was eventually spread to the settled societies of Anatolia.",282,484,572a60d8d562191400bc86a5,1
squad_v2_572a60d8d562191400bc86a5_s2,squad_v2_572a60d8d562191400bc86a5,2,"Turks used carpets, rugs and kilims not just on the floors of a room, but also as a hanging on walls and doorways, where they provided additional insulation.",485,642,572a60d8d562191400bc86a5,1
squad_v2_572a60d8d562191400bc86a5_s3,squad_v2_572a60d8d562191400bc86a5,3,"They were also commonly donated to mosques, which often amassed large collections of them.",643,733,572a60d8d562191400bc86a5,1
squad_v2_572a6ceb7a1753140016af36_s0,squad_v2_572a6ceb7a1753140016af36,0,"Also in 1931, Hayek critiqued Keynes's Treatise on Money (1930) in his ""Reflections on the pure theory of Mr.",0,109,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s1,squad_v2_572a6ceb7a1753140016af36,1,J.,110,112,572a6ceb7a1753140016af36,0
squad_v2_572a6ceb7a1753140016af36_s2,squad_v2_572a6ceb7a1753140016af36,2,M.,113,115,572a6ceb7a1753140016af36,0
squad_v2_572a6ceb7a1753140016af36_s3,squad_v2_572a6ceb7a1753140016af36,3,"Keynes"" and published his lectures at the LSE in book form as Prices and Production.",116,200,572a6ceb7a1753140016af36,0
squad_v2_572a6ceb7a1753140016af36_s4,squad_v2_572a6ceb7a1753140016af36,4,"Unemployment and idle resources are, for Keynes, caused by a lack of effective demand; for Hayek, they stem from a previous, unsustainable episode of easy money and artificially low interest rates.",201,398,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s5,squad_v2_572a6ceb7a1753140016af36,5,Keynes asked his friend Piero Sraffa to respond.,399,447,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s6,squad_v2_572a6ceb7a1753140016af36,6,"Sraffa elaborated on the effect of inflation-induced ""forced savings"" on the capital sector and about the definition of a ""natural"" interest rate in a growing economy.",448,615,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s7,squad_v2_572a6ceb7a1753140016af36,7,"Others who responded negatively to Hayek's work on the business cycle included John Hicks, Frank Knight, and Gunnar Myrdal.",616,739,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s8,squad_v2_572a6ceb7a1753140016af36,8,"Kaldor later wrote that Hayek's Prices and Production had produced ""a remarkable crop of critics"" and that the total number of pages in British and American journals dedicated to the resulting debate ""could rarely have been equalled in the economic controversies of the past.",740,1015,572a6ceb7a1753140016af36,1
squad_v2_572a6ceb7a1753140016af36_s9,squad_v2_572a6ceb7a1753140016af36,9,"""",1015,1016,572a6ceb7a1753140016af36,0
squad_v2_5730a4e0069b5314008321f7_s0,squad_v2_5730a4e0069b5314008321f7,0,"The rivalry between Nintendo and Sega resulted in what has been described as one of the most notable console wars in video game history, in which Sega positioned the Genesis as the ""cool"" console, with more mature titles aimed at older gamers, and edgy advertisements that occasionally attacked the competition.",0,311,5730a4e0069b5314008321f7,1
squad_v2_5730a4e0069b5314008321f7_s1,squad_v2_5730a4e0069b5314008321f7,1,"Nintendo however, scored an early public relations advantage by securing the first console conversion of Capcom's arcade classic Street Fighter II for SNES, which took over a year to make the transition to Genesis.",312,526,5730a4e0069b5314008321f7,1
squad_v2_5730a4e0069b5314008321f7_s2,squad_v2_5730a4e0069b5314008321f7,2,"Despite the Genesis's head start, much larger library of games, and lower price point, the Genesis only represented an estimated 60% of the American 16-bit console market in June 1992, and neither console could maintain a definitive lead for several years.",527,783,5730a4e0069b5314008321f7,0
squad_v2_5730a4e0069b5314008321f7_s3,squad_v2_5730a4e0069b5314008321f7,3,"Donkey Kong Country is said to have helped establish the SNES's market prominence in the latter years of the 16-bit generation, and for a time, maintain against the PlayStation and Saturn.",784,972,5730a4e0069b5314008321f7,1
squad_v2_5730a4e0069b5314008321f7_s4,squad_v2_5730a4e0069b5314008321f7,4,"According to Nintendo, the company had sold more than 20 million SNES units in the U.",973,1058,5730a4e0069b5314008321f7,1
squad_v2_5730a4e0069b5314008321f7_s5,squad_v2_5730a4e0069b5314008321f7,5,S.,1058,1060,5730a4e0069b5314008321f7,0
squad_v2_5730a4e0069b5314008321f7_s6,squad_v2_5730a4e0069b5314008321f7,6,"According to a 2014 Wedbush Securities report based on NPD sales data, the SNES ultimately outsold the Genesis in the U.",1061,1181,5730a4e0069b5314008321f7,1
squad_v2_5730a4e0069b5314008321f7_s7,squad_v2_5730a4e0069b5314008321f7,7,S.,1181,1183,5730a4e0069b5314008321f7,0
squad_v2_5730a4e0069b5314008321f7_s8,squad_v2_5730a4e0069b5314008321f7,8,market.,1184,1191,5730a4e0069b5314008321f7,0
squad_v2_57272081708984140094da2f_s0,squad_v2_57272081708984140094da2f,0,"In electric power distribution, capacitors are used for power factor correction.",0,80,57272081708984140094da2f,1
squad_v2_57272081708984140094da2f_s1,squad_v2_57272081708984140094da2f,1,Such capacitors often come as three capacitors connected as a three phase load.,81,160,57272081708984140094da2f,1
squad_v2_57272081708984140094da2f_s2,squad_v2_57272081708984140094da2f,2,"Usually, the values of these capacitors are given not in farads but rather as a reactive power in volt-amperes reactive (var).",161,287,57272081708984140094da2f,1
squad_v2_57272081708984140094da2f_s3,squad_v2_57272081708984140094da2f,3,The purpose is to counteract inductive loading from devices like electric motors and transmission lines to make the load appear to be mostly resistive.,288,439,57272081708984140094da2f,1
squad_v2_57272081708984140094da2f_s4,squad_v2_57272081708984140094da2f,4,"Individual motor or lamp loads may have capacitors for power factor correction, or larger sets of capacitors (usually with automatic switching devices) may be installed at a load center within a building or in a large utility substation.",440,677,57272081708984140094da2f,1
squad_v2_56de98ddcffd8e1900b4ba1e_s0,squad_v2_56de98ddcffd8e1900b4ba1e,0,"Schwarzenegger announced his candidacy in the 2003 California recall election for Governor of California on the August 6, 2003 episode of The Tonight Show with Jay Leno.",0,169,56de98ddcffd8e1900b4ba1e,1
squad_v2_56de98ddcffd8e1900b4ba1e_s1,squad_v2_56de98ddcffd8e1900b4ba1e,1,"Schwarzenegger had the most name recognition in a crowded field of candidates, but he had never held public office and his political views were unknown to most Californians.",170,343,56de98ddcffd8e1900b4ba1e,1
squad_v2_56de98ddcffd8e1900b4ba1e_s2,squad_v2_56de98ddcffd8e1900b4ba1e,2,"His candidacy immediately became national and international news, with media outlets dubbing him the ""Governator"" (referring to The Terminator movies, see above) and ""The Running Man"" (the name of another one of his films), and calling the recall election ""Total Recall"" (yet another movie starring Schwarzenegger).",344,659,56de98ddcffd8e1900b4ba1e,1
squad_v2_56de98ddcffd8e1900b4ba1e_s3,squad_v2_56de98ddcffd8e1900b4ba1e,3,"Schwarzenegger declined to participate in several debates with other recall replacement candidates, and appeared in only one debate on September 24, 2003.",660,814,56de98ddcffd8e1900b4ba1e,1
squad_v2_57265d15dd62a815002e82bf_s0,squad_v2_57265d15dd62a815002e82bf,0,When the news arrived in England it caused an outcry.,0,53,57265d15dd62a815002e82bf,1
squad_v2_57265d15dd62a815002e82bf_s1,squad_v2_57265d15dd62a815002e82bf,1,"In response, a combined bounty of £1,000 was offered for Every's capture by the Privy Council and East India Company, leading to the first worldwide manhunt in recorded history.",54,231,57265d15dd62a815002e82bf,1
squad_v2_57265d15dd62a815002e82bf_s2,squad_v2_57265d15dd62a815002e82bf,2,The plunder of Aurangzeb's treasure ship had serious consequences for the English East India Company.,232,333,57265d15dd62a815002e82bf,1
squad_v2_57265d15dd62a815002e82bf_s3,squad_v2_57265d15dd62a815002e82bf,3,"The furious Mughal Emperor Aurangzeb ordered Sidi Yaqub and Nawab Daud Khan to attack and close four of the company's factories in India and imprison their officers, who were almost lynched by a mob of angry Mughals, blaming them for their countryman's depredations, and threatened to put an end to all English trading in India.",334,662,57265d15dd62a815002e82bf,1
squad_v2_57265d15dd62a815002e82bf_s4,squad_v2_57265d15dd62a815002e82bf,4,"To appease Emperor Aurangzeb and particularly his Grand Vizier Asad Khan, Parliament exempted Every from all of the Acts of Grace (pardons) and amnesties it would subsequently issue to other pirates.",663,862,57265d15dd62a815002e82bf,1
squad_v2_56d104d117492d1400aab741_s0,squad_v2_56d104d117492d1400aab741,0,"Each year HHC's facilities provide about 225,000 admissions, one million emergency room visits and five million clinic visits to New Yorkers.",0,141,56d104d117492d1400aab741,1
squad_v2_56d104d117492d1400aab741_s1,squad_v2_56d104d117492d1400aab741,1,HHC facilities treat nearly one-fifth of all general hospital discharges and more than one third of emergency room and hospital-based clinic visits in New York City.,142,307,56d104d117492d1400aab741,1
squad_v2_56cf578daab44d1400b8908b_s0,squad_v2_56cf578daab44d1400b8908b,0,Major tourist destinations include Times Square; Broadway theater productions; the Empire State Building; the Statue of Liberty; Ellis Island; the United Nations Headquarters; museums such as the Metropolitan Museum of Art; greenspaces such as Central Park and Washington Square Park; Rockefeller Center; the Manhattan Chinatown; luxury shopping along Fifth and Madison Avenues; and events such as the Halloween Parade in Greenwich Village; the Macy's Thanksgiving Day Parade; the lighting of the Rockefeller Center Christmas Tree; the St.,0,539,56cf578daab44d1400b8908b,1
squad_v2_56cf578daab44d1400b8908b_s1,squad_v2_56cf578daab44d1400b8908b,1,Patrick's Day parade; seasonal activities such as ice skating in Central Park in the wintertime; the Tribeca Film Festival; and free performances in Central Park at Summerstage.,540,717,56cf578daab44d1400b8908b,0
squad_v2_56cf578daab44d1400b8908b_s2,squad_v2_56cf578daab44d1400b8908b,2,"Major attractions in the boroughs outside Manhattan include Flushing Meadows-Corona Park and the Unisphere in Queens; the Bronx Zoo; Coney Island, Brooklyn; and the New York Botanical Garden in the Bronx.",718,922,56cf578daab44d1400b8908b,0
squad_v2_56cf578daab44d1400b8908b_s3,squad_v2_56cf578daab44d1400b8908b,3,"The New York Wheel, a 630-foot ferris wheel, was under construction at the northern shore of Staten Island in 2015, overlooking the Statue of Liberty, New York Harbor, and the Lower Manhattan skyline.",923,1123,56cf578daab44d1400b8908b,1
squad_v2_56dede143277331400b4d77c_s0,squad_v2_56dede143277331400b4d77c,0,"Ancient Greek philosophers like Thales, Anaxagoras (ca.",0,55,56dede143277331400b4d77c,0
squad_v2_56dede143277331400b4d77c_s1,squad_v2_56dede143277331400b4d77c,1,"500 BC – 428 BC), Epicurus and Democritus prefigure later materialists.",56,127,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s2,squad_v2_56dede143277331400b4d77c,2,The Latin poem De Rerum Natura by Lucretius (ca.,128,176,56dede143277331400b4d77c,0
squad_v2_56dede143277331400b4d77c_s3,squad_v2_56dede143277331400b4d77c,3,99 BC – ca.,177,188,56dede143277331400b4d77c,0
squad_v2_56dede143277331400b4d77c_s4,squad_v2_56dede143277331400b4d77c,4,55 BC) reflects the mechanistic philosophy of Democritus and Epicurus.,189,259,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s5,squad_v2_56dede143277331400b4d77c,5,"According to this view, all that exists is matter and void, and all phenomena result from different motions and conglomerations of base material particles called ""atoms"" (literally: ""indivisibles"").",260,458,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s6,squad_v2_56dede143277331400b4d77c,6,"De Rerum Natura provides mechanistic explanations for phenomena such as erosion, evaporation, wind, and sound.",459,569,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s7,squad_v2_56dede143277331400b4d77c,7,"Famous principles like ""nothing can touch body but body"" first appeared in the works of Lucretius.",570,668,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s8,squad_v2_56dede143277331400b4d77c,8,Democritus and Epicurus however did not hold to a monist ontology since they held to the ontological separation of matter and space i.,669,803,56dede143277331400b4d77c,1
squad_v2_56dede143277331400b4d77c_s9,squad_v2_56dede143277331400b4d77c,9,e.,803,805,56dede143277331400b4d77c,0
squad_v2_56dede143277331400b4d77c_s10,squad_v2_56dede143277331400b4d77c,10,"space being ""another kind"" of being, indicating that the definition of ""materialism"" is wider than given scope for in this article.",806,937,56dede143277331400b4d77c,0
squad_v2_57070e0c9e06ca38007e9342_s0,squad_v2_57070e0c9e06ca38007e9342,0,"In July 2012, Ancestry.",0,23,57070e0c9e06ca38007e9342,0
squad_v2_57070e0c9e06ca38007e9342_s1,squad_v2_57070e0c9e06ca38007e9342,1,"com reported on historic and DNA research by its staff that discovered that Obama is likely a descendant through his mother of John Punch, considered by some historians to be the first African slave in the Virginia colony.",23,245,57070e0c9e06ca38007e9342,1
squad_v2_57070e0c9e06ca38007e9342_s2,squad_v2_57070e0c9e06ca38007e9342,2,"An indentured servant, he was ""bound for life"" in 1640 after trying to escape.",246,324,57070e0c9e06ca38007e9342,1
squad_v2_57070e0c9e06ca38007e9342_s3,squad_v2_57070e0c9e06ca38007e9342,3,"The story of him and his descendants is that of multi-racial America since it appeared he and his sons married or had unions with white women, likely indentured servants and working-class like them.",325,523,57070e0c9e06ca38007e9342,1
squad_v2_57070e0c9e06ca38007e9342_s4,squad_v2_57070e0c9e06ca38007e9342,4,Their multi-racial children were free because they were born to free English women.,524,607,57070e0c9e06ca38007e9342,1
squad_v2_57070e0c9e06ca38007e9342_s5,squad_v2_57070e0c9e06ca38007e9342,5,"Over time, Obama's line of the Bunch family (as they became known) were property owners and continued to ""marry white""; they became part of white society, likely by the early to mid-18th century.",608,803,57070e0c9e06ca38007e9342,1
squad_v2_5707070890286e26004fc807_s0,squad_v2_5707070890286e26004fc807,0,During the 14th century in the northeastern part of the state nomad tribes by the name of Jornado hunted bison along the Rio Grande; they left numerous rock paintings throughout the northeastern part of the state.,0,213,5707070890286e26004fc807,1
squad_v2_5707070890286e26004fc807_s1,squad_v2_5707070890286e26004fc807,1,"When the Spanish explorers reached this area they found their descendants, Suma and Manso tribes.",214,311,5707070890286e26004fc807,1
squad_v2_5707070890286e26004fc807_s2,squad_v2_5707070890286e26004fc807,2,"In the southern part of the state, in a region known as Aridoamerica, Chichimeca people survived by hunting, gathering, and farming between AD 300 and 1300.",312,468,5707070890286e26004fc807,1
squad_v2_5707070890286e26004fc807_s3,squad_v2_5707070890286e26004fc807,3,The Chichimeca are the ancestors of the Tepehuan people.,469,525,5707070890286e26004fc807,1
squad_v2_56ce3569aab44d1400b885ae_s0,squad_v2_56ce3569aab44d1400b885ae,0,"In 1609, English explorer Henry Hudson re-discovered the region when he sailed his ship the Halve Maen (""Half Moon"" in Dutch) into New York Harbor while searching for the Northwest Passage to the Orient for his employer, the Dutch East India Company.",0,250,56ce3569aab44d1400b885ae,1
squad_v2_56ce3569aab44d1400b885ae_s1,squad_v2_56ce3569aab44d1400b885ae,1,"He proceeded to sail up what he named the North River, also called the Mauritis River, and now known as the Hudson River, to the site of the present-day New York State capital of Albany in the belief that it might represent an oceanic tributary.",251,496,56ce3569aab44d1400b885ae,1
squad_v2_56ce3569aab44d1400b885ae_s2,squad_v2_56ce3569aab44d1400b885ae,2,"When the river narrowed and was no longer saline, he realized it was not a maritime passage and sailed back downriver.",497,615,56ce3569aab44d1400b885ae,1
squad_v2_56ce3569aab44d1400b885ae_s3,squad_v2_56ce3569aab44d1400b885ae,3,He made a ten-day exploration of the area and claimed the region for his employer.,616,698,56ce3569aab44d1400b885ae,1
squad_v2_56ce3569aab44d1400b885ae_s4,squad_v2_56ce3569aab44d1400b885ae,4,"In 1614, the area between Cape Cod and Delaware Bay would be claimed by the Netherlands and called Nieuw-Nederland (New Netherland).",699,831,56ce3569aab44d1400b885ae,1
squad_v2_57293d9e1d046914007791ce_s0,squad_v2_57293d9e1d046914007791ce,0,"New Haven (local /nuː ˈheɪvən/, noo-HAY-vən), in the U.",0,55,57293d9e1d046914007791ce,0
squad_v2_57293d9e1d046914007791ce_s1,squad_v2_57293d9e1d046914007791ce,1,S.,55,57,57293d9e1d046914007791ce,0
squad_v2_57293d9e1d046914007791ce_s2,squad_v2_57293d9e1d046914007791ce,2,"state of Connecticut, is the principal municipality in Greater New Haven, which had a total population of 862,477 in 2010.",58,180,57293d9e1d046914007791ce,1
squad_v2_57293d9e1d046914007791ce_s3,squad_v2_57293d9e1d046914007791ce,3,"It is located on New Haven Harbor on the northern shore of the Long Island Sound in New Haven County, Connecticut, which in turn comprises the outer limits of the New York metropolitan area.",181,371,57293d9e1d046914007791ce,1
squad_v2_57293d9e1d046914007791ce_s4,squad_v2_57293d9e1d046914007791ce,4,"It is the second-largest city in Connecticut (after Bridgeport), with a population of 129,779 people as of the 2010 United States Census.",372,509,57293d9e1d046914007791ce,1
squad_v2_57293d9e1d046914007791ce_s5,squad_v2_57293d9e1d046914007791ce,5,"According to a census of 1 July 2012, by the Census Bureau, the city had a population of 130,741.",510,607,57293d9e1d046914007791ce,1
squad_v2_572812962ca10214002d9d40_s0,squad_v2_572812962ca10214002d9d40,0,St.,0,3,572812962ca10214002d9d40,0
squad_v2_572812962ca10214002d9d40_s1,squad_v2_572812962ca10214002d9d40,1,"John's was the starting point for the first non-stop transatlantic aircraft flight, by Alcock and Brown in a modified Vickers Vimy IV bomber, in June 1919, departing from Lester's Field in St.",4,196,572812962ca10214002d9d40,0
squad_v2_572812962ca10214002d9d40_s2,squad_v2_572812962ca10214002d9d40,2,"John's and ending in a bog near Clifden, Connemara, Ireland.",197,257,572812962ca10214002d9d40,0
squad_v2_572812962ca10214002d9d40_s3,squad_v2_572812962ca10214002d9d40,3,"In July 2005, the flight was duplicated by American aviator and adventurer Steve Fossett in a replica Vickers Vimy aircraft, with St.",258,391,572812962ca10214002d9d40,0
squad_v2_572812962ca10214002d9d40_s4,squad_v2_572812962ca10214002d9d40,4,John's International Airport substituting for Lester's Field (now an urban and residential part of the city).,392,501,572812962ca10214002d9d40,1
squad_v2_5728d6633acd2414000dffe2_s0,squad_v2_5728d6633acd2414000dffe2,0,"The Bush administration then turned its attention to Iraq, and argued the need to remove Saddam Hussein from power in Iraq had become urgent.",0,141,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s1,squad_v2_5728d6633acd2414000dffe2,1,"Among the stated reasons were that Saddam's regime had tried to acquire nuclear material and had not properly accounted for biological and chemical material it was known to have previously possessed, and believed to still maintain.",142,373,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s2,squad_v2_5728d6633acd2414000dffe2,2,"Both the possession of these weapons of mass destruction (WMD), and the failure to account for them, would violate the U.",374,495,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s3,squad_v2_5728d6633acd2414000dffe2,3,N.,495,497,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s4,squad_v2_5728d6633acd2414000dffe2,4,sanctions.,498,508,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s5,squad_v2_5728d6633acd2414000dffe2,5,"The assertion about WMD was hotly advanced by the Bush administration from the beginning, but other major powers including China, France, Germany, and Russia remained unconvinced that Iraq was a threat and refused to allow passage of a UN Security Council resolution to authorize the use of force.",509,806,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s6,squad_v2_5728d6633acd2414000dffe2,6,"Iraq permitted UN weapon inspectors in November 2002, who were continuing their work to assess the WMD claim when the Bush administration decided to proceed with war without UN authorization and told the inspectors to leave the country.",807,1043,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s7,squad_v2_5728d6633acd2414000dffe2,7,"The United States invaded Iraq on March 20, 2003, along with a ""coalition of the willing"" that consisted of additional troops from the United Kingdom, and to a lesser extent, from Australia and Poland.",1044,1245,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s8,squad_v2_5728d6633acd2414000dffe2,8,"Within about three weeks, the invasion caused the collapse of both the Iraqi government and its armed forces, however, the U.",1246,1371,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s9,squad_v2_5728d6633acd2414000dffe2,9,S.,1371,1373,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s10,squad_v2_5728d6633acd2414000dffe2,10,and allied forces failed to find any weapon of mass destruction in Iraq.,1374,1446,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s11,squad_v2_5728d6633acd2414000dffe2,11,"Traces of former materials and weapons labs were reported to have been located, but no ""smoking guns"".",1447,1549,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s12,squad_v2_5728d6633acd2414000dffe2,12,"Nevertheless, on May 1, George W.",1550,1583,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s13,squad_v2_5728d6633acd2414000dffe2,13,"Bush landed on the aircraft carrier USS Abraham Lincoln, in a Lockheed S-3 Viking, where he gave a speech announcing the end of ""major combat operations"" in the Iraq War.",1584,1754,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s14,squad_v2_5728d6633acd2414000dffe2,14,"Bush's approval rating in May was at 66%, according to a CNN–USA Today–Gallup poll.",1755,1838,5728d6633acd2414000dffe2,1
squad_v2_5728d6633acd2414000dffe2_s15,squad_v2_5728d6633acd2414000dffe2,15,"However, Bush's high approval ratings did not last.",1839,1890,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s16,squad_v2_5728d6633acd2414000dffe2,16,"First, while the war itself was popular in the U.",1891,1940,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s17,squad_v2_5728d6633acd2414000dffe2,17,S.,1940,1942,5728d6633acd2414000dffe2,0
